url,title,excerpt
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-20,Reboot Democracy.AI Newsletter #20,"Detailed exploration of AI's impact on governance, democracy, and various sectors."
https://rebootdemocracy.ai/blog/innovateus-launches-responsible-ai-for-public-professionals-using-generative-ai-at-work,Responsible AI for Public Professionals,"A comprehensive course by InnovateUS on using generative AI responsibly in the public sector, featuring hands-on demonstrations and interactive exercises."
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-21,"News That Caught Our Eye #21: July 24, 2024","Weekly news roundup on AI's impact on governance and democracy, covering topics like Vice President Kamala Harris's AI record, AI in 911 calls, ACLU's stance on deepfake regulation, and more."
https://rebootdemocracy.ai/blog/audrey-tang-ai-democracy,Reboot Democracy.AI,Exploring Taiwan's innovative AI governance under Audrey Tang's leadership.
https://rebootdemocracy.ai/blog/ABA-GENAI,Reboot Democracy.AI: Embracing AI in Legal Ethics,"The ABA's new formal opinion on the use of generative AI by lawyers, emphasizing ethical standards and the launch of an educational course."
https://rebootdemocracy.ai/blog/ai-and-you-all-our-ideas-new-jersey,AI and You: How New Jersey is Using Collective Intelligence to Get Smarter on AI,"New Jersey's AI Task Force uses the All Our Ideas tool to gather worker opinions on AI's impact, aiming to inform policy with real-time public input."
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-22,Reboot Democracy.AI - News That Caught Our Eye #22,"Comprehensive weekly news roundup on AI's impact across various sectors including governance, democracy, weather forecasting, and national AI strategies."
https://rebootdemocracy.ai/blog/How-AI-chatbots-could-improve-civic-engagement,How AI Chatbots Could Improve Civic Engagement in the 2024 Election,Exploring AI chatbots' potential to boost civic engagement by enhancing voter education and engagement for the 2024 elections.
https://rebootdemocracy.ai/blog/ai-use-cases-parliament-ipu,Reboot Democracy.AI,Comprehensive guide on AI applications for parliaments
https://rebootdemocracy.ai/blog/philosophy-is-crucial-in-the-age-of-ai,Reboot Democracy.AI,Exploring the impact of AI on democracy and the role of philosophy in shaping this influence.
https://rebootdemocracy.ai/blog/news-that-caught-our-eye-23,Reboot Democracy.AI - News That Caught Our Eye #23,"A comprehensive roundup of AI applications in public sectors across various regions including the UK, Spain, and the USA."
https://rebootdemocracy.ai/blog/news-that-caught-our-eye-24,"News That Caught Our Eye #24: August 14, 2024","Exploration of AI's impact on investment strategies, Congress modernization, economic forecasting, scientific discovery automation, and social science experiments."
https://rebootdemocracy.ai/blog/news-that-caught-our-eye-25,"News That Caught Our Eye #25: August 21, 2024","Comprehensive roundup of AI's impact on democracy and government, including misinformation, agency use, and democratic freedoms."
https://rebootdemocracy.ai/blog/news-that-caught-our-eye-26,Reboot Democracy.AI - News That Caught Our Eye #26,"In-depth weekly news roundup on AI's impact on governance, democracy, and public service."
https://rebootdemocracy.ai/blog/fcc-proposes-ai-disclosure-political-ads,FCC Proposes New Rules for AI-Generated Content in Political Ads,FCC proposes new rules for AI-generated content disclosure in political ads on TV and radio.
https://rebootdemocracy.ai/blog/news-that-caught-our-eye-27,Reboot Democracy.AI - News That Caught Our Eye #27,"Detailed roundup of AI's impact on democracy, covering regulation, elections, education, and public engagement."
https://rebootdemocracy.ai/blog/california-ai-push,"Newsom’s AI Push: Training, Partnerships, and Tackling Homelessness in California",California Governor Gavin Newsom's initiatives on AI training for state employees and partnerships with UC Berkeley and Stanford to address homelessness and housing issues.
https://rebootdemocracy.ai/blog/democracy-lecture-series-fall-2024,Rebooting Democracy in the Age of AI,A comprehensive lecture series titled 'Rebooting Democracy in the Age of AI' discussing AI's impact on democratic processes.
https://rebootdemocracy.ai/blog/lecture-series-david-lesher-digital-democracy,Reboot Democracy.AI,Lecture on AI's role in legislative transparency by David Lesher
https://rebootdemocracy.ai/blog/lecture-series-david-lesher-legislative-transparency,California's Digital Democracy: Using AI to Enhance Legislative Transparency,"Exploration of AI's role in enhancing legislative transparency in California, focusing on the Digital Democracy project."
https://rebootdemocracy.ai/blog/call-for-abstract-ai-symposium,Call for Abstracts: Artificial Intelligence and Democratic Freedoms,Call for abstracts by the Knight First Amendment Institute at Columbia University for a symposium on AI's impact on democratic freedoms in spring 2025.
https://rebootdemocracy.ai/blog/news-that-caught-our-eye-28,Reboot Democracy.AI - News That Caught Our Eye #28,"Comprehensive analysis of AI's role in governance, regulation, and problem-solving across various sectors and countries."
https://rebootdemocracy.ai/blog/digital-participation-infrastructure,Reboot Democracy.AI: Digital Infrastructure for Civic Participation,Audrey Tang and Beth Simone Noveck explore the transformation of Digital Public Infrastructure into Digital Participation Infrastructure to enhance civic participation.
https://rebootdemocracy.ai/blog/Congress-Leverage-Faith-Democracy-Kelly,Could Congress Leverage AI to Help Restore Faith in US Democracy,Exploring AI's potential to modernize Congress and enhance transparency and public engagement in US democracy.
https://rebootdemocracy.ai/blog/the-2024-computation-and-journalism-symposium,2024 Computation + Journalism Symposium,"2024 Computation + Journalism Symposium at Northeastern University featuring panels, keynotes, and workshops on AI, media bias, and local news."
https://rebootdemocracy.ai/blog/building-a-more-public-ai-ecosystem-lawrence-lessig,Building a More Public AI Ecosystem: Insights from Lawrence Lessig,Insights from Lawrence Lessig on building a public AI ecosystem
https://rebootdemocracy.ai/blog/definitions-ai-policymaking,"Reboot Democracy.AI: Definitions, Digital, and Distance: On AI and Policymaking","In-depth exploration of AI's role in enhancing policymaking, focusing on historical inefficiencies, transparency, and stakeholder engagement."
https://rebootdemocracy.ai/blog/experimenting-with-nootebooklm,Reboot Democracy.AI: Experimenting with NotebookLM,Exploration of AI's role in transforming digital content into podcasts using NotebookLM
https://rebootdemocracy.ai/blog/News-That-Caught-Our-Eye-Sept-25,"Rebooting Democracy - News That Caught Our Eye: September 25, 2024","A detailed roundup of global AI-related news from the UN General Assembly week, focusing on AI's impact on governance and democracy."
